file,speaker,label
11773.wav,Ayn Rand,spoof
11774.wav,Alec Guinness,spoof
11775.wav,Christopher Hitchens,bona-fide
11776.wav,Bill Clinton,spoof
11777.wav,Ronald Reagan,spoof
11778.wav,Bill Clinton,bona-fide
11779.wav,Alec Guinness,spoof
11780.wav,Ayn Rand,bona-fide
11781.wav,Alec Guinness,spoof
11782.wav,Alec Guinness,spoof
11783.wav,Bernie Sanders,spoof
11784.wav,Barack Obama,bona-fide
11785.wav,Louis Farrakhan,spoof
11786.wav,Malcolm X,bona-fide
11787.wav,Barack Obama,bona-fide
11788.wav,Donald Trump,bona-fide
11789.wav,Nelson Mandela,spoof
11790.wav,Bill Clinton,spoof
11791.wav,Winston Churchill,spoof
11792.wav,Barack Obama,bona-fide
11793.wav,Arnold Schwarzenegger,bona-fide
11794.wav,Bill Burr,bona-fide
11795.wav,Barack Obama,bona-fide
11796.wav,Bill Clinton,spoof
11797.wav,Barack Obama,bona-fide
11798.wav,Barack Obama,bona-fide
11799.wav,Donald Trump,bona-fide
11800.wav,Alec Guinness,spoof
11801.wav,JFK,spoof
11802.wav,Kanye West,bona-fide
11803.wav,Ronald Reagan,spoof
11804.wav,Ronald Reagan,spoof
11805.wav,Ayn Rand,spoof
11806.wav,Martin Luther King,bona-fide
11807.wav,Barack Obama,bona-fide
11808.wav,Nelson Mandela,spoof
11809.wav,Barack Obama,spoof
11810.wav,Bill Clinton,bona-fide
11811.wav,Alec Guinness,spoof
11812.wav,Donald Trump,bona-fide
11813.wav,Louis Farrakhan,bona-fide
11814.wav,Ayn Rand,spoof
11815.wav,Bill Clinton,spoof
11816.wav,Barack Obama,bona-fide
11817.wav,Bernie Sanders,spoof
11818.wav,2Pac,bona-fide
11819.wav,Queen Elizabeth II,spoof
11820.wav,Ronald Reagan,spoof
11821.wav,Alec Guinness,bona-fide
11822.wav,Alec Guinness,spoof
11823.wav,Arnold Schwarzenegger,spoof
11824.wav,Ronald Reagan,bona-fide
11825.wav,Ronald Reagan,spoof
11826.wav,Donald Trump,bona-fide
11827.wav,Alec Guinness,bona-fide
11828.wav,Donald Trump,bona-fide
11829.wav,JFK,spoof
11830.wav,Ayn Rand,spoof
11831.wav,Bernie Sanders,spoof
11832.wav,Donald Trump,bona-fide
11833.wav,Alan Watts,spoof
11834.wav,George W. Bush,spoof
11835.wav,Donald Trump,spoof
11836.wav,Donald Trump,spoof
11837.wav,Martin Luther King,bona-fide
11838.wav,George W. Bush,spoof
11839.wav,Bernie Sanders,spoof
11840.wav,Donald Trump,bona-fide
11841.wav,Martin Luther King,bona-fide
11842.wav,Barack Obama,bona-fide
11843.wav,Barack Obama,bona-fide
11844.wav,Mark Zuckerberg,bona-fide
11845.wav,Ayn Rand,spoof
11846.wav,Donald Trump,bona-fide
11847.wav,Bernie Sanders,bona-fide
11848.wav,Bill Clinton,spoof
11849.wav,Donald Trump,bona-fide
11850.wav,Ayn Rand,bona-fide
11851.wav,Bernie Sanders,bona-fide
11852.wav,Gilbert Gottfried,bona-fide
11853.wav,Donald Trump,spoof
11854.wav,Ronald Reagan,spoof
11855.wav,Bernie Sanders,bona-fide
11856.wav,Queen Elizabeth II,spoof
11857.wav,Ronald Reagan,spoof
11858.wav,Bill Clinton,spoof
11859.wav,Mark Zuckerberg,spoof
11860.wav,Martin Luther King,spoof
11861.wav,Barack Obama,bona-fide
11862.wav,Ayn Rand,spoof
11863.wav,FDR,bona-fide
11864.wav,Alan Watts,spoof
11865.wav,Alan Watts,spoof
11866.wav,George Carlin,bona-fide
11867.wav,Winston Churchill,spoof
11868.wav,Ronald Reagan,bona-fide
11869.wav,Donald Trump,bona-fide
11870.wav,Bill Burr,bona-fide
11871.wav,Ayn Rand,bona-fide
11872.wav,Gilbert Gottfried,bona-fide
11873.wav,Bernie Sanders,bona-fide
11874.wav,Ayn Rand,bona-fide
11875.wav,FDR,spoof
11876.wav,Ayn Rand,spoof
11877.wav,Louis Farrakhan,bona-fide
11878.wav,Richard Nixon,bona-fide
11879.wav,Alec Guinness,spoof
11880.wav,Barack Obama,bona-fide
11881.wav,Bernie Sanders,bona-fide
11882.wav,Louis Farrakhan,bona-fide
11883.wav,Arnold Schwarzenegger,bona-fide
11884.wav,Arnold Schwarzenegger,bona-fide
11885.wav,Donald Trump,bona-fide
11886.wav,Alec Guinness,spoof
11887.wav,Martin Luther King,spoof
11888.wav,Bernie Sanders,spoof
11889.wav,Bill Clinton,spoof
11890.wav,Barack Obama,spoof
11891.wav,Barack Obama,bona-fide
11892.wav,Bill Clinton,bona-fide
11893.wav,Barack Obama,bona-fide
11894.wav,George W. Bush,spoof
11895.wav,Christopher Hitchens,bona-fide
11896.wav,Richard Nixon,spoof
11897.wav,Queen Elizabeth II,spoof
11898.wav,Alec Guinness,bona-fide
11899.wav,Milton Friedman,bona-fide
11900.wav,Mark Zuckerberg,spoof
11901.wav,Ronald Reagan,spoof
11902.wav,Barack Obama,bona-fide
11903.wav,Bernie Sanders,bona-fide
11904.wav,Alec Guinness,spoof
11905.wav,Nick Offerman,bona-fide
11906.wav,Mr. Rogers,bona-fide
11907.wav,Bernie Sanders,bona-fide
11908.wav,Alec Guinness,bona-fide
11909.wav,Alec Guinness,spoof
11910.wav,Bill Clinton,bona-fide
11911.wav,Barack Obama,bona-fide
11912.wav,Alec Guinness,bona-fide
11913.wav,Barack Obama,bona-fide
11914.wav,JFK,spoof
11915.wav,Barack Obama,bona-fide
11916.wav,Bill Clinton,spoof
11917.wav,Alec Guinness,bona-fide
11918.wav,Barack Obama,bona-fide
11919.wav,Donald Trump,bona-fide
11920.wav,Ayn Rand,spoof
11921.wav,Barack Obama,bona-fide
11922.wav,Bernie Sanders,bona-fide
11923.wav,Donald Trump,bona-fide
11924.wav,Ayn Rand,spoof
11925.wav,Alec Guinness,bona-fide
11926.wav,JFK,bona-fide
11927.wav,Ayn Rand,bona-fide
11928.wav,Arnold Schwarzenegger,bona-fide
11929.wav,Ayn Rand,bona-fide
11930.wav,Donald Trump,bona-fide
11931.wav,Donald Trump,bona-fide
11932.wav,Winston Churchill,bona-fide
11933.wav,Barack Obama,bona-fide
11934.wav,FDR,bona-fide
11935.wav,Kanye West,bona-fide
11936.wav,Mr. Rogers,spoof
11937.wav,Alec Guinness,spoof
11938.wav,Louis Farrakhan,bona-fide
11939.wav,Mark Zuckerberg,bona-fide
11940.wav,Martin Luther King,bona-fide
11941.wav,Ronald Reagan,spoof
11942.wav,Barack Obama,bona-fide
11943.wav,FDR,bona-fide
11944.wav,Barack Obama,bona-fide
11945.wav,Kanye West,spoof
11946.wav,Ayn Rand,bona-fide
11947.wav,Ayn Rand,bona-fide
11948.wav,Christopher Hitchens,bona-fide
11949.wav,Alec Guinness,spoof
11950.wav,Donald Trump,bona-fide
11951.wav,Mark Zuckerberg,spoof
11952.wav,Ayn Rand,bona-fide
11953.wav,Christopher Hitchens,spoof
11954.wav,Barack Obama,bona-fide
11955.wav,Ayn Rand,spoof
11956.wav,Barack Obama,bona-fide
11957.wav,Donald Trump,bona-fide
11958.wav,Bill Clinton,bona-fide
11959.wav,Alec Guinness,bona-fide
11960.wav,Ayn Rand,bona-fide
11961.wav,Mark Zuckerberg,bona-fide
11962.wav,Mark Zuckerberg,spoof
11963.wav,Bill Clinton,spoof
11964.wav,Ronald Reagan,bona-fide
11965.wav,Milton Friedman,spoof
11966.wav,Bernie Sanders,bona-fide
11967.wav,Bernie Sanders,spoof
11968.wav,Bill Clinton,spoof
11969.wav,Donald Trump,bona-fide
11970.wav,Donald Trump,bona-fide
11971.wav,Boris Johnson,spoof
11972.wav,Martin Luther King,spoof
11973.wav,Kanye West,bona-fide
11974.wav,Bernie Sanders,bona-fide
11975.wav,Ayn Rand,spoof
11976.wav,Alan Watts,spoof
11977.wav,JFK,spoof
11978.wav,Bill Clinton,bona-fide
11979.wav,Barack Obama,bona-fide
11980.wav,Norm MacDonald,spoof
11981.wav,Alec Guinness,spoof
11982.wav,Barack Obama,bona-fide
11983.wav,Donald Trump,bona-fide
11984.wav,Barack Obama,spoof
11985.wav,Barack Obama,bona-fide
11986.wav,Alec Guinness,spoof
11987.wav,Malcolm X,bona-fide
11988.wav,Mark Zuckerberg,bona-fide
11989.wav,Ayn Rand,bona-fide
11990.wav,Alec Guinness,spoof
11991.wav,Bill Clinton,bona-fide
11992.wav,Martin Luther King,bona-fide
11993.wav,Christopher Hitchens,bona-fide
11994.wav,Adam Driver,bona-fide
11995.wav,George W. Bush,spoof
11996.wav,Bernie Sanders,bona-fide
11997.wav,Alec Guinness,spoof
11998.wav,Jerry Seinfeld,spoof
11999.wav,Barack Obama,bona-fide
12000.wav,Barack Obama,bona-fide
12001.wav,Donald Trump,bona-fide
12002.wav,Donald Trump,bona-fide
12003.wav,Bernie Sanders,bona-fide
12004.wav,Barack Obama,bona-fide
12005.wav,Bill Clinton,spoof
12006.wav,Gilbert Gottfried,bona-fide
12007.wav,Milton Friedman,bona-fide
12008.wav,Alan Watts,spoof
12009.wav,Jimmy Carter,spoof
12010.wav,Christopher Hitchens,spoof
12011.wav,Bernie Sanders,bona-fide
12012.wav,Gilbert Gottfried,bona-fide
12013.wav,Winston Churchill,bona-fide
12014.wav,Donald Trump,bona-fide
12015.wav,2Pac,spoof
12016.wav,JFK,spoof
12017.wav,Calvin Coolidge,bona-fide
12018.wav,Gilbert Gottfried,spoof
12019.wav,Christopher Hitchens,spoof
12020.wav,Bill Clinton,bona-fide
12021.wav,Nelson Mandela,spoof
12022.wav,Bill Clinton,bona-fide
12023.wav,Donald Trump,bona-fide
12024.wav,Nelson Mandela,bona-fide
12025.wav,Norm MacDonald,spoof
12026.wav,Adam Driver,spoof
12027.wav,Alan Watts,spoof
12028.wav,Bernie Sanders,bona-fide
12029.wav,Calvin Coolidge,bona-fide
12030.wav,Alec Guinness,spoof
12031.wav,Ayn Rand,bona-fide
12032.wav,Donald Trump,bona-fide
12033.wav,Donald Trump,bona-fide
12034.wav,Donald Trump,bona-fide
12035.wav,Barack Obama,bona-fide
12036.wav,Barack Obama,bona-fide
12037.wav,Winston Churchill,bona-fide
12038.wav,Barack Obama,bona-fide
12039.wav,Barack Obama,bona-fide
12040.wav,Bill Clinton,bona-fide
12041.wav,Alec Guinness,bona-fide
12042.wav,Queen Elizabeth II,spoof
12043.wav,Kanye West,spoof
12044.wav,Alec Guinness,spoof
12045.wav,Milton Friedman,spoof
12046.wav,Scarlett Johansson,spoof
12047.wav,Alec Guinness,bona-fide
12048.wav,Donald Trump,bona-fide
12049.wav,Alec Guinness,spoof
12050.wav,Bill Clinton,bona-fide
12051.wav,Ayn Rand,bona-fide
12052.wav,Barack Obama,bona-fide
12053.wav,Milton Friedman,spoof
12054.wav,Bill Clinton,bona-fide
12055.wav,John Cleese,bona-fide
12056.wav,Martin Luther King,spoof
12057.wav,Norm MacDonald,spoof
12058.wav,Bill Burr,bona-fide
12059.wav,Donald Trump,bona-fide
12060.wav,Ayn Rand,spoof
12061.wav,Barack Obama,bona-fide
12062.wav,Mr. Rogers,spoof
12063.wav,George Carlin,spoof
12064.wav,Bill Clinton,bona-fide
12065.wav,JFK,bona-fide
12066.wav,Barack Obama,bona-fide
12067.wav,Barack Obama,bona-fide
12068.wav,Bernie Sanders,bona-fide
12069.wav,Ayn Rand,spoof
12070.wav,Alec Guinness,bona-fide
12071.wav,Christopher Hitchens,spoof
12072.wav,Alec Guinness,bona-fide
12073.wav,Barack Obama,bona-fide
12074.wav,Bill Clinton,bona-fide
12075.wav,Bill Clinton,spoof
12076.wav,Norm MacDonald,bona-fide
12077.wav,FDR,spoof
12078.wav,Alec Guinness,bona-fide
12079.wav,Ayn Rand,spoof
12080.wav,Nelson Mandela,spoof
12081.wav,Kanye West,spoof
12082.wav,Alec Guinness,bona-fide
12083.wav,Richard Nixon,bona-fide
12084.wav,Kanye West,spoof
12085.wav,Bernie Sanders,spoof
12086.wav,Alec Guinness,spoof
12087.wav,Alec Guinness,spoof
12088.wav,Alec Guinness,spoof
12089.wav,Ayn Rand,bona-fide
12090.wav,Christopher Hitchens,spoof
12091.wav,John Cleese,spoof
12092.wav,Dwight Eisenhower,spoof
12093.wav,Bernie Sanders,spoof
12094.wav,Barack Obama,bona-fide
12095.wav,Barack Obama,bona-fide
12096.wav,John Cleese,bona-fide
12097.wav,Donald Trump,bona-fide
12098.wav,Donald Trump,bona-fide
12099.wav,Kanye West,bona-fide
12100.wav,Frank Sinatra,spoof
12101.wav,Queen Elizabeth II,bona-fide
12102.wav,Barack Obama,bona-fide
12103.wav,Adam Driver,spoof
12104.wav,Alec Guinness,bona-fide
12105.wav,Bernie Sanders,spoof
12106.wav,Donald Trump,bona-fide
12107.wav,Donald Trump,bona-fide
12108.wav,Ayn Rand,bona-fide
12109.wav,Barack Obama,bona-fide
12110.wav,Bill Clinton,bona-fide
12111.wav,Bill Clinton,bona-fide
12112.wav,Alec Guinness,bona-fide
12113.wav,Bill Clinton,bona-fide
12114.wav,Milton Friedman,bona-fide
12115.wav,Donald Trump,bona-fide
12116.wav,Barack Obama,bona-fide
12117.wav,Alec Guinness,spoof
12118.wav,Bill Clinton,bona-fide
12119.wav,Mark Zuckerberg,spoof
12120.wav,Richard Nixon,spoof
12121.wav,Milton Friedman,spoof
12122.wav,Alec Guinness,bona-fide
12123.wav,Richard Nixon,bona-fide
12124.wav,FDR,spoof
12125.wav,Ayn Rand,bona-fide
12126.wav,Barack Obama,bona-fide
12127.wav,Barack Obama,bona-fide
12128.wav,Ayn Rand,spoof
12129.wav,Barack Obama,bona-fide
12130.wav,Donald Trump,bona-fide
12131.wav,Ronald Reagan,spoof
12132.wav,Ayn Rand,bona-fide
12133.wav,Donald Trump,bona-fide
12134.wav,JFK,bona-fide
12135.wav,Bernie Sanders,bona-fide
12136.wav,Barack Obama,bona-fide
12137.wav,Ronald Reagan,spoof
12138.wav,Christopher Hitchens,bona-fide
12139.wav,Christopher Hitchens,bona-fide
12140.wav,Ayn Rand,spoof
12141.wav,Milton Friedman,bona-fide
12142.wav,Billie Eilish,spoof
12143.wav,Bill Clinton,bona-fide
12144.wav,Mark Zuckerberg,bona-fide
12145.wav,Alec Guinness,spoof
12146.wav,Dwight Eisenhower,bona-fide
12147.wav,Barack Obama,bona-fide
12148.wav,Donald Trump,bona-fide
12149.wav,Winston Churchill,bona-fide
12150.wav,FDR,bona-fide
12151.wav,Barack Obama,bona-fide
12152.wav,Richard Nixon,spoof
12153.wav,Barack Obama,bona-fide
12154.wav,Christopher Hitchens,spoof
12155.wav,Alexandria Ocasio-Cortez,bona-fide
12156.wav,Bill Burr,spoof
12157.wav,Mr. Rogers,spoof
12158.wav,Milton Friedman,bona-fide
12159.wav,JFK,spoof
12160.wav,Barack Obama,bona-fide
12161.wav,FDR,bona-fide
12162.wav,Martin Luther King,bona-fide
12163.wav,Robert Kardashian,bona-fide
12164.wav,Barack Obama,bona-fide
12165.wav,Ayn Rand,bona-fide
12166.wav,Christopher Hitchens,spoof
12167.wav,Alexandria Ocasio-Cortez,spoof
12168.wav,Alec Guinness,spoof
12169.wav,Bernie Sanders,spoof
12170.wav,Winston Churchill,bona-fide
12171.wav,Bill Clinton,bona-fide
12172.wav,George Carlin,bona-fide
12173.wav,Martin Luther King,bona-fide
12174.wav,Donald Trump,bona-fide
12175.wav,Barack Obama,bona-fide
12176.wav,Alec Guinness,spoof
12177.wav,Barack Obama,bona-fide
12178.wav,Martin Luther King,spoof
12179.wav,Bernie Sanders,spoof
12180.wav,Donald Trump,bona-fide
12181.wav,Barack Obama,bona-fide
12182.wav,Donald Trump,bona-fide
12183.wav,Ronald Reagan,bona-fide
12184.wav,Bill Clinton,bona-fide
12185.wav,Louis C.K.,spoof
12186.wav,Alec Guinness,bona-fide
12187.wav,Bill Clinton,bona-fide
12188.wav,Donald Trump,bona-fide
12189.wav,Donald Trump,bona-fide
12190.wav,Ayn Rand,spoof
12191.wav,George W. Bush,bona-fide
12192.wav,Donald Trump,bona-fide
12193.wav,Boris Johnson,spoof
12194.wav,Alec Guinness,spoof
12195.wav,Ayn Rand,bona-fide
12196.wav,Alec Guinness,bona-fide
12197.wav,JFK,bona-fide
12198.wav,Winston Churchill,bona-fide
12199.wav,Arnold Schwarzenegger,bona-fide
12200.wav,Barack Obama,bona-fide
12201.wav,Ayn Rand,bona-fide
12202.wav,Martin Luther King,spoof
12203.wav,JFK,spoof
12204.wav,Adam Driver,spoof
12205.wav,Alec Guinness,spoof
12206.wav,Bill Clinton,bona-fide
12207.wav,Christopher Hitchens,spoof
12208.wav,Ronald Reagan,bona-fide
12209.wav,Barack Obama,bona-fide
12210.wav,Winston Churchill,bona-fide
12211.wav,JFK,spoof
12212.wav,JFK,bona-fide
12213.wav,Donald Trump,bona-fide
12214.wav,Bill Clinton,bona-fide
12215.wav,Bill Clinton,bona-fide
12216.wav,Alec Guinness,spoof
12217.wav,Winston Churchill,bona-fide
12218.wav,Alec Guinness,bona-fide
12219.wav,Barack Obama,spoof
12220.wav,Donald Trump,bona-fide
12221.wav,Alec Guinness,spoof
12222.wav,Bill Clinton,bona-fide
12223.wav,Martin Luther King,bona-fide
12224.wav,Alec Guinness,spoof
12225.wav,Nick Offerman,bona-fide
12226.wav,Barack Obama,bona-fide
12227.wav,Bill Clinton,bona-fide
12228.wav,FDR,bona-fide
12229.wav,Bernie Sanders,spoof
12230.wav,Donald Trump,bona-fide
12231.wav,Winston Churchill,bona-fide
12232.wav,FDR,bona-fide
12233.wav,Lyndon Johnson,bona-fide
12234.wav,Dwight Eisenhower,bona-fide
12235.wav,Nelson Mandela,spoof
12236.wav,Donald Trump,bona-fide
12237.wav,Bill Clinton,bona-fide
12238.wav,Christopher Hitchens,spoof
12239.wav,Gilbert Gottfried,spoof
12240.wav,Martin Luther King,spoof
12241.wav,Mr. Rogers,bona-fide
12242.wav,Bernie Sanders,bona-fide
12243.wav,Donald Trump,bona-fide
12244.wav,Bernie Sanders,spoof
12245.wav,FDR,bona-fide
12246.wav,Donald Trump,bona-fide
12247.wav,Winston Churchill,bona-fide
12248.wav,Bernie Sanders,bona-fide
12249.wav,Ronald Reagan,bona-fide
12250.wav,Alec Guinness,bona-fide
12251.wav,Bernie Sanders,bona-fide
12252.wav,Donald Trump,bona-fide
12253.wav,Alec Guinness,bona-fide
12254.wav,Winston Churchill,spoof
12255.wav,Bill Clinton,spoof
12256.wav,Bernie Sanders,bona-fide
12257.wav,Barack Obama,bona-fide
12258.wav,Ronald Reagan,spoof
12259.wav,Bernie Sanders,spoof
12260.wav,Bernie Sanders,bona-fide
12261.wav,Bernie Sanders,spoof
12262.wav,Barack Obama,bona-fide
12263.wav,Dwight Eisenhower,bona-fide
12264.wav,Mark Zuckerberg,spoof
12265.wav,Ronald Reagan,spoof
12266.wav,George Carlin,spoof
12267.wav,Bernie Sanders,bona-fide
12268.wav,Donald Trump,bona-fide
12269.wav,Barack Obama,bona-fide
12270.wav,FDR,spoof
12271.wav,Ronald Reagan,spoof
12272.wav,Bill Clinton,spoof
12273.wav,Donald Trump,bona-fide
12274.wav,Mark Zuckerberg,bona-fide
12275.wav,Christopher Hitchens,spoof
12276.wav,Mark Zuckerberg,spoof
12277.wav,Ayn Rand,spoof
12278.wav,Kanye West,spoof
12279.wav,Alexandria Ocasio-Cortez,bona-fide
12280.wav,Alec Guinness,bona-fide
12281.wav,Bernie Sanders,spoof
12282.wav,Richard Nixon,bona-fide
12283.wav,Alec Guinness,spoof
12284.wav,Mark Zuckerberg,bona-fide
12285.wav,Barack Obama,spoof
12286.wav,Barack Obama,bona-fide
12287.wav,Bernie Sanders,spoof
12288.wav,Bill Clinton,bona-fide
12289.wav,Barack Obama,bona-fide
12290.wav,Donald Trump,bona-fide
12291.wav,George Carlin,spoof
12292.wav,Barack Obama,spoof
12293.wav,Alec Guinness,bona-fide
12294.wav,Bernie Sanders,bona-fide
12295.wav,Christopher Hitchens,bona-fide
12296.wav,Bernie Sanders,spoof
12297.wav,Bill Clinton,bona-fide
12298.wav,The Notorious B.I.G.,spoof
12299.wav,Ayn Rand,spoof
12300.wav,Barack Obama,bona-fide
12301.wav,Alec Guinness,spoof
12302.wav,Ronald Reagan,spoof
12303.wav,Alec Guinness,spoof
12304.wav,Bernie Sanders,bona-fide
12305.wav,Barack Obama,bona-fide
12306.wav,Bill Clinton,bona-fide
12307.wav,Barack Obama,bona-fide
12308.wav,Bernie Sanders,bona-fide
12309.wav,Mark Zuckerberg,spoof
12310.wav,Donald Trump,bona-fide
12311.wav,JFK,bona-fide
12312.wav,Christopher Hitchens,bona-fide
12313.wav,Arnold Schwarzenegger,spoof
12314.wav,The Notorious B.I.G.,spoof
12315.wav,Barack Obama,bona-fide
12316.wav,Donald Trump,bona-fide
12317.wav,Mark Zuckerberg,bona-fide
12318.wav,Ayn Rand,spoof
12319.wav,Alec Guinness,bona-fide
12320.wav,Bill Clinton,spoof
12321.wav,Bernie Sanders,bona-fide
12322.wav,Winston Churchill,bona-fide
12323.wav,Bill Clinton,bona-fide
12324.wav,Bill Clinton,spoof
12325.wav,Malcolm X,bona-fide
12326.wav,Winston Churchill,bona-fide
12327.wav,Bernie Sanders,spoof
12328.wav,Dwight Eisenhower,bona-fide
12329.wav,The Notorious B.I.G.,spoof
12330.wav,Winston Churchill,bona-fide
12331.wav,2Pac,bona-fide
12332.wav,Richard Nixon,spoof
12333.wav,Martin Luther King,bona-fide
12334.wav,Donald Trump,bona-fide
12335.wav,Ayn Rand,spoof
12336.wav,Barack Obama,spoof
12337.wav,Barack Obama,bona-fide
12338.wav,Alec Guinness,bona-fide
12339.wav,Barack Obama,bona-fide
12340.wav,Jeff Goldblum,bona-fide
12341.wav,Milton Friedman,bona-fide
12342.wav,Alec Guinness,bona-fide
12343.wav,Donald Trump,bona-fide
12344.wav,Ronald Reagan,spoof
12345.wav,Milton Friedman,spoof
12346.wav,Alec Guinness,spoof
12347.wav,Mark Zuckerberg,bona-fide
12348.wav,Tucker Carlson,spoof
12349.wav,Bernie Sanders,bona-fide
12350.wav,Alan Watts,spoof
12351.wav,Bill Burr,bona-fide
12352.wav,Louis Farrakhan,spoof
12353.wav,Ronald Reagan,bona-fide
12354.wav,Barack Obama,bona-fide
12355.wav,Barack Obama,bona-fide
12356.wav,Donald Trump,bona-fide
12357.wav,Donald Trump,bona-fide
12358.wav,Alec Guinness,spoof
12359.wav,Bernie Sanders,bona-fide
12360.wav,Bernie Sanders,spoof
12361.wav,Winston Churchill,bona-fide
12362.wav,Queen Elizabeth II,spoof
12363.wav,Alec Guinness,bona-fide
12364.wav,FDR,spoof
12365.wav,Arnold Schwarzenegger,bona-fide
12366.wav,Barack Obama,bona-fide
12367.wav,Alec Guinness,bona-fide
12368.wav,Mark Zuckerberg,spoof
12369.wav,Adam Driver,bona-fide
12370.wav,Christopher Hitchens,spoof
12371.wav,Ayn Rand,spoof
12372.wav,Bernie Sanders,bona-fide
12373.wav,John Cleese,spoof
12374.wav,Barack Obama,bona-fide
12375.wav,Boris Johnson,bona-fide
12376.wav,Winston Churchill,bona-fide
12377.wav,Bill Clinton,bona-fide
12378.wav,JFK,spoof
12379.wav,Bernie Sanders,bona-fide
12380.wav,Bill Clinton,bona-fide
12381.wav,Bernie Sanders,bona-fide
12382.wav,Ronald Reagan,spoof
12383.wav,Malcolm X,bona-fide
12384.wav,Milton Friedman,spoof
12385.wav,Christopher Hitchens,bona-fide
12386.wav,Ronald Reagan,spoof
12387.wav,Alec Guinness,bona-fide
12388.wav,Kanye West,spoof
12389.wav,Mark Zuckerberg,spoof
12390.wav,Christopher Hitchens,bona-fide
12391.wav,Arnold Schwarzenegger,bona-fide
12392.wav,Ronald Reagan,spoof
12393.wav,Richard Nixon,spoof
12394.wav,FDR,spoof
12395.wav,Bernie Sanders,bona-fide
12396.wav,Alec Guinness,spoof
12397.wav,Donald Trump,bona-fide
12398.wav,Donald Trump,bona-fide
12399.wav,Bernie Sanders,spoof
12400.wav,Barack Obama,bona-fide
12401.wav,Barack Obama,bona-fide
12402.wav,Donald Trump,bona-fide
12403.wav,Ronald Reagan,bona-fide
12404.wav,Alec Guinness,spoof
12405.wav,Alec Guinness,spoof
12406.wav,Mark Zuckerberg,spoof
12407.wav,Calvin Coolidge,bona-fide
12408.wav,Mark Zuckerberg,bona-fide
12409.wav,Donald Trump,bona-fide
12410.wav,Christopher Hitchens,spoof
12411.wav,Donald Trump,bona-fide
12412.wav,Bill Clinton,spoof
12413.wav,Bill Clinton,bona-fide
12414.wav,Winston Churchill,bona-fide
12415.wav,Nelson Mandela,bona-fide
12416.wav,Barack Obama,bona-fide
12417.wav,Winston Churchill,bona-fide
12418.wav,Scarlett Johansson,spoof
12419.wav,Bernie Sanders,bona-fide
12420.wav,Mark Zuckerberg,spoof
12421.wav,George W. Bush,spoof
12422.wav,Barack Obama,bona-fide
12423.wav,Dwight Eisenhower,bona-fide
12424.wav,Barack Obama,bona-fide
12425.wav,Donald Trump,bona-fide
12426.wav,Mark Zuckerberg,spoof
12427.wav,Nelson Mandela,spoof
12428.wav,Barack Obama,bona-fide
12429.wav,Christopher Hitchens,bona-fide
12430.wav,Ayn Rand,bona-fide
12431.wav,Martin Luther King,bona-fide
12432.wav,Barack Obama,bona-fide
12433.wav,Ayn Rand,bona-fide
12434.wav,Winston Churchill,bona-fide
12435.wav,Ayn Rand,bona-fide
12436.wav,Alan Watts,spoof
12437.wav,Nelson Mandela,spoof
12438.wav,Alexandria Ocasio-Cortez,bona-fide
12439.wav,Ayn Rand,spoof
12440.wav,2Pac,spoof
12441.wav,Donald Trump,bona-fide
12442.wav,Barack Obama,bona-fide
12443.wav,Barack Obama,bona-fide
12444.wav,Barack Obama,spoof
12445.wav,Ronald Reagan,bona-fide
12446.wav,Lyndon Johnson,bona-fide
12447.wav,Ronald Reagan,spoof
12448.wav,Ayn Rand,bona-fide
12449.wav,Bernie Sanders,spoof
12450.wav,Kamala Harris,bona-fide
12451.wav,Malcolm X,bona-fide
12452.wav,Alec Guinness,bona-fide
12453.wav,Donald Trump,bona-fide
12454.wav,Barack Obama,bona-fide
12455.wav,JFK,bona-fide
12456.wav,Winston Churchill,bona-fide
12457.wav,Queen Elizabeth II,bona-fide
12458.wav,Barack Obama,bona-fide
12459.wav,Louis Farrakhan,bona-fide
12460.wav,Richard Nixon,bona-fide
12461.wav,Bernie Sanders,spoof
12462.wav,Ronald Reagan,spoof
12463.wav,Alec Guinness,spoof
12464.wav,Alec Guinness,bona-fide
12465.wav,Barack Obama,spoof
12466.wav,Louis Farrakhan,bona-fide
12467.wav,FDR,bona-fide
12468.wav,Winston Churchill,bona-fide
12469.wav,Milton Friedman,bona-fide
12470.wav,Bill Clinton,bona-fide
12471.wav,Donald Trump,bona-fide
12472.wav,Christopher Hitchens,bona-fide
12473.wav,Adam Driver,bona-fide
12474.wav,Donald Trump,bona-fide
12475.wav,Malcolm X,bona-fide
12476.wav,Barack Obama,spoof
12477.wav,Donald Trump,bona-fide
12478.wav,Bernie Sanders,bona-fide
12479.wav,Barack Obama,bona-fide
12480.wav,Barack Obama,bona-fide
12481.wav,Mark Zuckerberg,spoof
12482.wav,Donald Trump,spoof
12483.wav,Donald Trump,bona-fide
12484.wav,Martin Luther King,spoof
12485.wav,Bernie Sanders,bona-fide
12486.wav,Alec Guinness,spoof
12487.wav,Alec Guinness,spoof
12488.wav,Martin Luther King,spoof
12489.wav,The Notorious B.I.G.,bona-fide
12490.wav,Richard Nixon,bona-fide
12491.wav,Arnold Schwarzenegger,spoof
12492.wav,Tucker Carlson,spoof
12493.wav,Bernie Sanders,bona-fide
12494.wav,Barack Obama,bona-fide
12495.wav,Alec Guinness,bona-fide
12496.wav,Barack Obama,bona-fide
12497.wav,Nelson Mandela,bona-fide
